ssn,phone,city,maritalstatus,fullname,birthdate
287-82-1417,(03)-3949-2465,Plano (Texas),Single,Geraldo Brand,1976-03-18
408-51-1985,(09)-3468-1791,Memphis (Tennessee),Divorced,Toshia Vanderhoff,1971-03-13
425-54-1378,(08)-2905-8432,Irving (Texas),Common-Law,Sam Norman,1989-12-14
408-60-1108,(09)-9999-8942,Aurora (Colorado),Common-Law,Antonio Heideman,1975-11-16
144-46-1226,(03)-5592-4508,Irvine (California),Married,Judi Gillette,1976-06-05
320-81-1492,(05)-6473-8507,Atlanta (Georgia),Single,Nicolas Connors,1976-02-05
166-34-1417,(04)-6191-6922,Orlando (Florida),Single,Samantha Wargo,1977-10-13
116-81-1882,(08)-5050-7402,San Jose (California),Single,Peter Miley,1980-04-07
116-32-1331,(08)-9854-6922,Richmond (Virginia),Divorced,Lourdes Agnew,1979-06-22
279-32-1856,(05)-5050-7414,Portland (Oregon),Single,Treva Slaton,1985-04-16
339-54-1866,(05)-6975-5801,Arlington (Texas),Divorced,Emilia Preece,1971-04-02
320-46-1974,(09)-8685-9910,Chesapeake (Virginia),Common-Law,Fidel Walkup,1969-10-28
144-99-1253,(07)-8288-1247,Sacramento (California),Divorced,Carolyn Marrow,1985-12-21
323-31-1050,(03)-6745-6500,Raleigh (North Carolina),Single,Tamera Scates,1979-11-04
320-25-1907,(09)-9719-7370,Indianapolis[11] (Indiana),Divorced,Willie Adam,1988-05-23
391-51-1529,(05)-8288-9661,Oakland (California),Single,Benjamin Kenworthy,1970-01-22
216-55-1054,(03)-7504-4634,Bakersfield (California),Married,Lesley Lisenby,1989-11-02
408-51-1907,(08)-6191-2735,North Las Vegas (Nevada),Single,Fannie Garden,1984-04-07
166-51-1500,(08)-5902-5241,Anaheim (California),Common-Law,Maple Jessie,1969-03-14
323-51-1629,(05)-3460-7659,San Jose (California),Common-Law,Maria Worden,1980-04-04
429-85-1950,(08)-7508-4345,Lincoln (Nebraska),Married,Paul Gallegos,1976-01-20
368-34-1262,(09)-5592-5965,Mesa (Arizona),Single,Rosaura Lear,1979-04-14
368-23-1327,(03)-2926-8507,Fremont (California),Divorced,June Boehm,1986-06-25
301-60-1148,(08)-7703-3554,Detroit (Michigan),Married,Lea Hargett,1983-05-23
238-44-1137,(07)-7973-6535,Norfolk (Virginia),Common-Law,Staci Merritt,1989-07-09
381-82-1469,(03)-6865-5202,Kansas City (Missouri),Divorced,Myrna Meriwether,1973-06-09
408-23-1837,(08)-6191-8432,Stockton (California),Common-Law,Myra Carrier,1987-06-07
279-18-1289,(07)-5902-8640,Oklahoma City (Oklahoma),Married,Merna Sanchez,1969-05-22
391-85-1545,(07)-3858-5075,Austin (Texas),Divorced,Joseph Philbrick,1985-03-21
138-81-1394,(07)-4286-6766,Laredo (Texas),Single,Laronda Dancer,1975-03-31
279-81-1433,(07)-9365-8640,Gilbert (Arizona),Divorced,Granville Fraser,1978-03-14
429-44-1339,(05)-5854-7191,Chicago (Illinois),Divorced,Giuseppe Blanchard,1987-08-26
323-32-1723,(07)-9235-3554,Lubbock (Texas),Common-Law,Mellissa Simek,1983-02-03
391-18-1501,(09)-1199-7456,Hialeah (Florida),Common-Law,Glory Gagnon,1969-02-01
166-32-1922,(08)-6975-9910,Henderson (Nevada),Common-Law,Candice Merrill,1969-01-17
287-82-1286,(07)-7973-1791,Boston (Massachusetts),Single,Clarence Blakely,1970-04-13
116-30-1289,(03)-2926-8055,San Bernardino (California),Married,Allen Enriquez,1988-12-31
287-93-1235,(05)-5592-2714,Stockton (California),Common-Law,Rufus Ferri,1973-09-05
368-83-1057,(09)-9333-7402,North Las Vegas (Nevada),Married,Maritza Hackett,1978-04-09
301-46-1727,(03)-5330-1114,Omaha (Nebraska),Single,Karyn Dale,1971-11-24
429-60-1307,(09)-5854-4176,Buffalo (New York),Married,Nathan Brixey,1979-04-13
368-44-1156,(07)-5592-5019,Albuquerque (New Mexico),Divorced,Kasey Jaquez,1976-04-13
224-85-1907,(08)-7504-4508,Charlotte (North Carolina),Common-Law,Otis Stern,1976-07-23
368-81-1262,(05)-2905-8193,Reno (Nevada),Common-Law,Timothy Hurlbert,1973-10-06
320-23-1448,(04)-6486-4289,San Antonio (Texas),Single,Shannan Rathburn,1988-02-11
116-18-1101,(08)-9365-1079,Riverside (California),Divorced,Lisa Hill,1970-04-20
368-30-1269,(04)-3320-3563,Orlando (Florida),Divorced,Fallon Dwyer,1979-05-21
177-30-1469,(09)-1199-5867,St. Petersburg (Florida),Divorced,Lorrie Gass,1986-10-23
138-44-1263,(08)-1199-7402,Norfolk (Virginia),Single,In Hamer,1969-08-18
177-30-1235,(04)-2905-6681,Scottsdale (Arizona),Divorced,Janice Gulick,1980-11-05
381-99-1664,(03)-4370-2115,Denver (Colorado),Common-Law,Wilfred Moseley,1984-09-25
144-25-1378,(03)-8288-2465,Jersey City (New Jersey),Married,Almeda Tung,1983-08-10
216-54-1958,(05)-5592-5388,Anaheim (California),Common-Law,Brandy Thibault,1977-10-30
138-31-1227,(07)-6745-2465,Fremont (California),Single,Mervin Bradshaw,1978-12-24
216-51-1263,(04)-8435-9511,San Diego (California),Single,Juanita Mcdaniel,1969-04-16
138-34-1383,(08)-7508-9187,Garland (Texas),Common-Law,Tim Ramey,1971-01-17
216-51-1883,(03)-6486-7286,Winston–Salem (North Carolina),Divorced,Emilia Weddle,1970-10-29
238-25-1893,(07)-5580-3997,Baltimore (Maryland),Single,Rick Vinson,1987-05-11
116-51-1240,(04)-5592-1247,Anchorage (Alaska),Common-Law,Everette Archer,1981-11-10
166-54-1054,(08)-9999-2714,Miami (Florida),Divorced,Alyson Weems,1969-01-03
301-44-1253,(05)-9999-5019,Hialeah (Florida),Common-Law,Lidia Moultry,1972-04-26
391-32-1768,(07)-5125-5965,Reno (Nevada),Single,Vern Knott,1970-10-08
116-82-1413,(04)-3858-3563,Arlington (Texas),Married,Kacey Trammel,1974-11-06
287-30-1448,(03)-2926-9130,Gilbert (Arizona),Common-Law,Edmund Mayers,1976-06-03
408-99-1401,(04)-5125-7208,Charlotte (North Carolina),Married,Nathanael Durgan,1978-05-26
408-55-1313,(04)-5062-2611,San Jose (California),Common-Law,Rod Neel,1985-06-24
429-81-1137,(09)-3433-6502,Orlando (Florida),Divorced,Belen Agostini,1973-04-06
320-32-1374,(09)-1199-4606,Virginia Beach (Virginia),Divorced,Martin Denning,1977-12-09
238-93-1383,(09)-4370-8223,Tulsa (Oklahoma),Married,Mark Bloodworth,1969-08-28
425-23-1872,(03)-9719-5075,Irving (Texas),Single,Josiah Horta,1977-01-05
323-34-1856,(03)-5502-3038,New Orleans (Louisiana),Divorced,Denny Koch,1976-06-05
320-81-1692,(07)-9292-4339,Durham (North Carolina),Divorced,Bradley Kerns,1969-12-14
408-23-1269,(04)-9235-5388,San Jose (California),Common-Law,Jill Meeker,1973-09-01
224-18-1107,(03)-7508-5970,Minneapolis (Minnesota),Married,Robbin Richards,1980-06-19
224-44-1324,(04)-6473-4606,New Orleans (Louisiana),Married,Blanca Kirchner,1984-10-28
339-83-1332,(08)-7504-1452,Aurora (Colorado),Common-Law,Carie Boyer,1981-09-11
116-34-1383,(03)-9292-1764,Albuquerque (New Mexico),Common-Law,Ernest Trammel,1972-03-30
216-54-1583,(04)-6191-4444,Honolulu (Hawaii),Common-Law,Catherine Geise,1970-03-17
339-34-1332,(03)-6191-3345,Buffalo (New York),Common-Law,Max Angel,1984-11-15
368-31-1941,(05)-6486-7887,Tucson (Arizona),Single,Art Timmons,1980-10-30
144-44-1529,(07)-3949-2465,Fresno (California),Married,Sabrina Bibbs,1988-09-27
301-32-1489,(05)-3320-7414,Milwaukee (Wisconsin),Single,Jon Newton,1971-01-18
339-34-1235,(04)-6486-6535,Wichita (Kansas),Divorced,Damien Mcgowan,1970-10-20
381-55-1612,(04)-9365-7414,Hialeah (Florida),Common-Law,Flora Acklin,1981-09-06
116-55-1506,(05)-5794-7370,Greensboro (North Carolina),Single,Sally Entwistle,1976-06-12
323-18-1327,(03)-3460-9114,Fort Wayne (Indiana),Common-Law,Paige Finck,1986-10-28
287-25-1603,(03)-1199-5560,Charlotte (North Carolina),Common-Law,Eleni Streeter,1982-03-15
301-18-1259,(07)-9365-2714,Chicago (Illinois),Common-Law,Wilbur Arteaga,1977-04-21
301-85-1500,(04)-2905-7456,Irvine (California),Married,Kasie Ruble,1990-03-19
224-18-1331,(08)-6975-8223,Pittsburgh (Pennsylvania),Single,Arthur Levine,1987-07-11
320-74-1822,(03)-4286-8568,Los Angeles (California),Divorced,Patty Quintanilla,1985-03-24
339-32-1500,(08)-6812-4983,Cincinnati (Ohio),Common-Law,Marc Sim,1984-08-26
116-18-1883,(08)-7508-9470,Washington (District of Columbia),Single,Inell Sainz,1973-03-06
279-32-1331,(08)-6975-1423,Richmond (Virginia),Married,Jeremy Lanphear,1990-10-20
166-25-1954,(04)-1199-5713,Oklahoma City (Oklahoma),Common-Law,Clarence Fitzhugh,1978-12-26
320-32-1021,(03)-5002-9114,Winston–Salem (North Carolina),Common-Law,Desiree David,1989-08-05
238-31-1448,(05)-4370-1433,Orlando (Florida),Single,Clemmie Desmond,1982-06-29
216-83-1688,(05)-9365-2465,Oakland (California),Married,Christi Houle,1983-03-05
320-60-1507,(05)-4286-4339,San Francisco (California),Divorced,Lilia Beam,1987-08-06
425-54-1048,(03)-3339-2315,Winston–Salem (North Carolina),Common-Law,Caitlin Victor,1969-08-16
339-51-1263,(05)-3858-8432,Laredo (Texas),Common-Law,Waltraud Mulholland,1969-05-15
144-93-1156,(09)-5002-6480,Laredo (Texas),Common-Law,Billy Vitale,1974-07-22
177-74-1000,(08)-3949-8942,Lexington (Kentucky),Common-Law,Verona Linker,1974-06-21
224-82-1849,(07)-9999-3038,Irvine (California),Married,Lea Patton,1977-08-20
425-31-1837,(05)-7973-9511,Santa Ana (California),Common-Law,Lawrence Peppers,1987-12-29
216-51-1521,(05)-9999-3325,Lexington (Kentucky),Married,Lewis Shorts,1983-09-08
177-85-1313,(03)-5580-2714,Louisville (Kentucky),Single,Graham Schumann,1973-04-03
323-32-1731,(09)-2926-6535,Oakland (California),Married,Otis Wardle,1987-01-31
216-51-1216,(09)-6486-6500,Toledo (Ohio),Divorced,Anne Bissell,1982-02-01
429-93-1048,(07)-1199-1423,Washington (District of Columbia),Married,Shauna Skoog,1977-11-29
216-54-1376,(07)-5179-5036,Fresno (California),Divorced,Lorina Mixon,1973-05-31
166-46-1703,(07)-9235-5019,Fresno (California),Single,Bryce Bottoms,1982-08-29
116-99-1768,(07)-6865-7456,Houston (Texas),Single,Catrina Mickle,1975-03-12
425-31-1549,(03)-6745-6898,Tucson (Arizona),Married,Mamie Wetzel,1973-11-27
279-31-1226,(03)-7973-8223,Arlington (Texas),Divorced,Mayme Baldree,1987-01-01
368-81-1809,(04)-3433-1079,St. Louis (Missouri),Single,Leigh Trent,1973-01-07
408-83-1492,(05)-9719-1179,Jacksonville (Florida),Single,Sherman Crutchfield,1972-03-27
138-44-1417,(07)-9292-4508,Fremont (California),Divorced,Janene Lucero,1989-10-03
144-30-1620,(03)-6473-7402,Stockton (California),Single,Shani Izzo,1972-07-07
391-32-1224,(04)-6745-7208,St. Petersburg (Florida),Single,Nettie Butterfield,1987-04-15
391-23-1235,(03)-3339-1633,Hialeah (Florida),Common-Law,Camilla Sax,1984-09-16
320-23-1413,(03)-1199-2611,Portland (Oregon),Married,Lillie Main,1976-10-08
116-54-1759,(09)-8288-5686,Cleveland (Ohio),Common-Law,Reba Tunney,1979-10-13
425-81-1417,(08)-5146-5801,Gilbert (Arizona),Single,Dan Hollis,1973-02-06
138-83-1339,(09)-8685-8968,Chula Vista (California),Married,Bernetta Lees,1972-09-22
166-99-1288,(04)-5146-3197,Bakersfield (California),Divorced,Oren Albert,1987-05-05
166-31-1583,(09)-9854-6766,Tampa (Florida),Single,Anna Benefield,1989-11-17
238-32-1259,(08)-6473-5965,Gilbert (Arizona),Single,Amy Burge,1969-02-21
224-32-1676,(05)-5330-6922,Tucson (Arizona),Single,Terrell Mcclain,1987-03-09
216-46-1093,(07)-7703-7887,St. Petersburg (Florida),Common-Law,Katherine Barker,1975-04-18
429-34-1022,(05)-6865-4339,Oakland (California),Single,Conrad Wortman,1983-06-30
144-82-1891,(03)-8685-7352,Kansas City (Missouri),Divorced,Ryann Huber,1982-08-11
224-85-1521,(05)-6486-1247,Fort Wayne (Indiana),Common-Law,Marguerite Fields,1974-10-24
368-30-1307,(09)-6486-9523,Chandler (Arizona),Divorced,Joaquin Wiesner,1981-07-28
238-31-1286,(07)-4286-7352,Pittsburgh (Pennsylvania),Married,Chasity Belt,1985-09-02
279-83-1216,(05)-1199-4634,Scottsdale (Arizona),Common-Law,Charlotte Rolland,1990-08-13
279-32-1286,(05)-9292-5560,Scottsdale (Arizona),Common-Law,Rosalie Cheshire,1981-11-11
425-30-1283,(07)-1199-3278,Irving (Texas),Single,Ella Lucero,1975-10-06
408-82-1038,(05)-9999-5970,San Diego (California),Single,Mae Deal,1981-11-14
144-30-1158,(04)-5902-3262,Chandler (Arizona),Common-Law,Kimbra Dowdell,1984-10-29
425-23-1635,(04)-4370-7659,Las Vegas (Nevada),Single,Inell Otoole,1977-01-11
116-85-1922,(03)-8685-2115,New York (New York),Married,Eva Koski,1982-06-18
287-30-1825,(04)-4370-7208,Irvine (California),Married,Edward Forster,1984-07-09
138-99-1871,(08)-6486-5686,Austin (Texas),Common-Law,Sallie Isham,1979-02-11
408-51-1840,(03)-9999-3563,Scottsdale (Arizona),Married,Valarie Stcyr,1982-06-18
425-18-1145,(09)-5125-2735,San Jose (California),Married,Lance Cedeno,1977-02-21
177-85-1758,(07)-9292-4394,Anaheim (California),Divorced,Damien Signorelli,1982-03-17
287-81-1825,(04)-9854-6898,San Antonio (Texas),Divorced,Blanche Vandiver,1971-02-05
301-34-1019,(03)-1350-5241,Seattle (Washington),Common-Law,Kirsten Bevilacqua,1987-10-23
116-25-1108,(08)-6745-9661,St. Louis (Missouri),Single,Noah Wilson,1975-11-27
320-31-1739,(05)-9365-3997,Washington (District of Columbia),Divorced,Eugenia Allison,1986-02-19
166-83-1912,(07)-4858-4289,Seattle (Washington),Married,Wanetta Crawford,1989-08-30
429-60-1849,(04)-6473-1114,Oakland (California),Common-Law,Yolanda Lindberg,1983-09-11
391-32-1491,(09)-8435-4606,Mesa (Arizona),Married,Evan Vicini,1975-09-08
301-31-1563,(05)-9333-3554,Stockton (California),Common-Law,Lilli Ashby,1974-04-30
224-31-1907,(07)-4858-6922,Garland (Texas),Single,Walton Neill,1975-11-27
116-31-1159,(03)-3468-5019,Milwaukee (Wisconsin),Common-Law,Tuan Cerny,1975-12-26
425-25-1240,(08)-6812-1423,New York (New York),Single,Mireya Akers,1974-05-20
381-74-1417,(04)-1199-2465,Chula Vista (California),Single,Mae Declue,1969-06-17
381-85-1871,(04)-7905-4206,Denver (Colorado),Single,Marc Marrufo,1978-07-15
339-74-1772,(03)-4370-6781,Minneapolis (Minnesota),Single,Kassandra Robinson,1985-04-25
320-34-1605,(07)-6865-6362,Chula Vista (California),Divorced,Violet Alvarado,1982-06-08
287-83-1943,(09)-5854-6480,Orlando (Florida),Single,Debora Lupton,1969-06-03
287-81-1521,(03)-6745-1791,New Orleans (Louisiana),Single,Krystal Overturf,1980-11-02
381-99-1858,(03)-3433-6898,Hialeah (Florida),Divorced,Benny Brake,1990-08-30
368-81-1022,(07)-9333-8507,Fresno (California),Single,Rochelle Biggs,1986-04-21
391-99-1501,(05)-5062-5241,Chula Vista (California),Common-Law,Art Holz,1978-05-02
381-99-1332,(08)-8685-5119,Pittsburgh (Pennsylvania),Married,Carrie Clayborne,1985-10-08
177-46-1291,(04)-8435-7818,Phoenix (Arizona),Married,Rosalie Reed,1977-08-19
138-34-1739,(07)-3858-5388,Toledo (Ohio),Common-Law,Val Lovejoy,1971-05-12
287-74-1849,(09)-5179-5036,Plano (Texas),Divorced,Shane Huskey,1987-07-23
323-31-1084,(07)-5146-3325,Madison (Wisconsin),Single,Fiona Pauley,1973-09-09
224-25-1858,(03)-7905-8507,Plano (Texas),Single,Mandi Mathis,1979-11-01
368-99-1159,(04)-5125-5119,Tucson (Arizona),Single,Della Dunham,1990-06-24
224-51-1061,(07)-9292-9523,Lincoln (Nebraska),Married,Elissa Blakes,1986-04-19
339-55-1500,(03)-6812-9523,Fort Worth (Texas),Common-Law,Meg Berryhill,1988-04-22
138-55-1394,(07)-5580-4289,Los Angeles (California),Common-Law,Deanna Beacham,1980-04-30
287-32-1739,(03)-5179-1179,Jacksonville (Florida),Divorced,Justina Gregor,1983-05-01
287-18-1511,(09)-5050-3262,Gilbert (Arizona),Divorced,Suzie Erbe,1983-12-08
177-85-1563,(09)-5902-6681,Minneapolis (Minnesota),Divorced,Molly Stanhope,1977-10-19
138-31-1994,(09)-5902-5686,Las Vegas (Nevada),Single,Rita Mcgahey,1981-11-05
429-83-1615,(08)-3433-6629,Los Angeles (California),Divorced,Eva Marquette,1969-05-12
425-30-1680,(03)-9235-4508,Chula Vista (California),Divorced,Petra Gabriel,1971-03-01
381-31-1612,(04)-7508-1478,Fresno (California),Married,Evette Keaton,1981-01-23
116-54-1156,(05)-9292-1764,Fresno (California),Common-Law,Heath Ruckman,1981-04-18
301-54-1327,(05)-3949-3997,Kansas City (Missouri),Divorced,Yolanda Landry,1975-09-17
408-54-1217,(08)-5050-4289,Honolulu (Hawaii),Common-Law,Kasandra Deskins,1979-06-02
238-23-1856,(03)-9365-7402,Louisville (Kentucky),Single,Clara Kirby,1972-11-19
339-99-1521,(03)-8435-1433,Hialeah (Florida),Married,Allison Hilbert,1989-10-29
238-85-1950,(07)-9333-8223,Chicago (Illinois),Common-Law,Sheree Thrasher,1988-03-11
301-30-1732,(05)-8685-2714,Baton Rouge (Louisiana),Divorced,Brett Asher,1983-11-19
368-81-1050,(04)-5146-2725,Colorado Springs (Colorado),Common-Law,Sunny Kramer,1979-11-08
368-93-1500,(08)-4370-4394,Jacksonville (Florida),Single,Elvia Moultry,1975-07-18
216-93-1840,(09)-3468-1452,Wichita (Kansas),Common-Law,Georgette Johnston,1985-10-23
429-60-1718,(08)-2298-4394,Charlotte (North Carolina),Married,Colleen Parry,1978-05-03
216-93-2000,(09)-6191-6535,Cleveland (Ohio),Single,Michelle Stanley,1976-06-11
116-30-1957,(08)-6473-4208,El Paso (Texas),Married,Melani Gatlin,1987-05-19
381-99-1217,(09)-8288-7191,Boston (Massachusetts),Common-Law,Jeff Stacey,1973-03-14
144-46-1020,(03)-8435-4206,Phoenix (Arizona),Divorced,Domenica Palmore,1987-05-15
177-30-1506,(09)-2298-3278,Boise (Idaho),Single,Ivan Dancer,1987-06-28
216-23-1940,(05)-7905-5075,Long Beach (California),Common-Law,Eloisa Marsh,1982-11-29
381-34-1958,(04)-5125-7414,Raleigh (North Carolina),Divorced,Edna Quinney,1984-12-13
301-23-1676,(07)-7703-6480,Anchorage (Alaska),Married,Doyle Corona,1983-04-13
301-85-1732,(04)-8288-9523,Columbus (Ohio),Common-Law,Rose Jacob,1982-01-05
177-32-1635,(03)-6486-5241,San Bernardino (California),Single,Delores Delarosa,1983-02-24
287-99-1216,(04)-6812-3997,Laredo (Texas),Common-Law,Dorthy Moser,1980-07-13
166-44-1718,(08)-4858-6362,Kansas City (Missouri),Married,Pilar Higginbotham,1987-09-19
301-60-1757,(08)-5592-4394,Orlando (Florida),Married,Vonda Bromberg,1979-08-29
216-55-1805,(09)-5794-3997,Aurora (Colorado),Divorced,Neoma Chevalier,1970-07-08
425-54-1022,(04)-5854-5686,Garland (Texas),Common-Law,Gabriella Samaniego,1983-11-07
381-44-1159,(09)-5902-6922,Miami (Florida),Single,Ethel Bergmann,1985-06-27
166-25-1758,(07)-3339-7370,Las Vegas (Nevada),Common-Law,Deeann Fairbank,1985-08-18
381-60-1217,(04)-9999-5952,Lexington (Kentucky),Common-Law,Alfred Savage,1971-12-25
116-60-1329,(09)-3858-9130,Philadelphia[8] (Pennsylvania),Single,Arnette Urso,1986-01-12
144-99-1489,(08)-4286-5119,Durham (North Carolina),Single,Trevor Nisbett,1985-01-24
138-30-1367,(07)-9854-8055,Tampa (Florida),Married,Noah Marquez,1969-08-13
391-44-1995,(04)-7508-5241,Arlington (Texas),Married,Davis Shover,1981-05-13
429-30-1468,(09)-5592-8968,Columbus (Ohio),Common-Law,Karin Goyette,1984-02-22
391-93-1747,(04)-6191-9511,Madison (Wisconsin),Single,Pauline Ketner,1972-11-12
216-54-1413,(04)-7905-7402,Washington (District of Columbia),Single,Gene Prindle,1971-05-15
320-23-1992,(05)-8288-8548,Miami (Florida),Single,Jeanette Booker,1983-08-09
425-81-1433,(05)-3858-6535,Boise (Idaho),Single,Lucile Griffiths,1987-03-24
177-32-1148,(08)-2905-8507,Dallas (Texas),Single,Rachael Mounts,1973-11-04
339-34-1882,(09)-9854-8942,Toledo (Ohio),Married,Marcella Flaherty,1986-08-08
116-74-1757,(05)-5854-6480,Lincoln (Nebraska),Single,Karin Beatty,1983-07-05
287-54-1159,(04)-2298-4206,Norfolk (Virginia),Married,Annabelle Gratton,1989-10-16
339-93-1851,(03)-3433-6629,Long Beach (California),Divorced,Jena Fitzpatrick,1973-12-26
287-93-1276,(09)-8435-4394,Phoenix (Arizona),Common-Law,Patty Cripe,1981-08-14
287-51-1417,(09)-6865-8055,Plano (Texas),Divorced,Rex Weir,1990-04-01
287-55-1501,(09)-3858-7527,San Diego (California),Common-Law,Kaley Huddleston,1980-06-22
238-46-1768,(05)-2926-8567,San Francisco (California),Married,Kate Phipps,1982-12-03
238-31-1602,(07)-6865-9187,Riverside (California),Common-Law,Carmen Baeza,1984-08-05
138-60-1974,(04)-5002-3262,Phoenix (Arizona),Common-Law,Catherine Castaneda,1980-01-08
144-18-1759,(07)-9365-4606,El Paso (Texas),Single,Melody Ashworth,1969-03-08
323-83-1759,(07)-9333-6922,Fort Wayne (Indiana),Common-Law,Lou Woods,1983-10-22
381-74-1423,(05)-9854-9114,Miami (Florida),Single,Clotilde Jenson,1988-11-22
166-85-1514,(05)-5146-7208,Fort Worth (Texas),Single,Juan Nalls,1989-07-19
224-18-1492,(09)-6473-9130,Tucson (Arizona),Divorced,Catharine Navarrete,1976-03-03
320-60-1666,(08)-5125-8548,Winston–Salem (North Carolina),Married,Dirk Gilliland,1980-05-29
116-30-1383,(08)-1199-7434,Reno (Nevada),Divorced,Murray Lawton,1986-08-03
116-74-1057,(07)-9719-8193,Fremont (California),Divorced,Claude Birchfield,1988-11-02
425-32-1603,(04)-4370-4983,Riverside (California),Divorced,Karen Burt,1978-09-05
339-34-1496,(08)-7905-5326,El Paso (Texas),Divorced,Contessa Cotto,1981-07-06
408-82-1692,(09)-2298-8055,Lincoln (Nebraska),Common-Law,Arnold Bolger,1987-09-24
144-51-1954,(04)-4370-8405,Chula Vista (California),Married,Tiffani Wilcher,1970-04-15
224-31-1093,(05)-3433-7456,Las Vegas (Nevada),Single,Verlie Rosemond,1990-03-07
238-60-1224,(07)-7508-2714,Sacramento (California),Common-Law,Alda Lee,1989-07-16
381-99-1263,(05)-5330-7887,San Antonio (Texas),Married,Mollie Sabatino,1972-10-21
408-54-1974,(09)-9854-7887,Newark (New Jersey),Common-Law,Yadira Clare,1972-12-10
339-51-1535,(04)-1350-4289,Sacramento (California),Divorced,Suzanne Yow,1985-12-05
279-44-1276,(03)-9854-4206,Richmond (Virginia),Single,Felipe Phillips,1969-09-18
